idx,type,x1,x2,x3,x4,function_value,d_2,d_3,d_4,d_5,d_6,d_7,d_8,converging,distance_reduction
11,min,0.74115190368376,-0.741151903683748,0.256625076922502,-1.01624596361443,3.23705374671949e-27,0.2838141258169827,0.1054903190428835,0.11797449470747763,0.0457348690486888,0.06392541137361908,0.07083462577531688,0.07024895271009804,true,0.21356517310688464
12,saddle,0.74115190368376,-0.741151903683748,0.507030772828217,-0.917350578608486,0.28354478624479046,0.03598736717003784,0.29070297376403453,0.3123452670159455,0.04478075888497121,0.06186993161673913,0.06950998665850164,0.06890810880487414,false,-0.0329207416348363
13,min,0.74115190368376,-0.741151903683748,0.74115190368376,-0.741151903683748,1.5506047168250513e-27,0.03476304587366669,0.14535879934193952,0.16392033474674184,0.05797972526253842,0.08305639219140887,0.09388206989086012,0.09297309903936424,false,-0.05821005316569755
14,saddle,0.74115190368376,-0.741151903683748,0.917350578608475,-0.50703077282823,0.28354478624479046,0.03598736717002554,0.2907029737640508,0.31234526701595816,0.04478075888497078,0.061869931616740544,0.06950998665850032,0.06890810880486681,false,-0.032920741634841266
15,min,0.74115190368376,-0.741151903683748,1.01624596361443,-0.256625076922483,3.828588492070452e-27,0.283814125816974,0.10549031904288114,0.11797449470747146,0.04573486904868738,0.06392541137361746,0.07083462577531495,0.0702489527100936,true,0.21356517310688042
16,saddle,0.917350578608475,-0.50703077282823,0.256625076922502,-1.01624596361443,0.28354478624479046,0.2839666868678303,0.2729601542732949,0.2908739780132835,0.02711726519573952,0.03187447840664288,0.03217669042963502,0.032237333496249625,true,0.25172935337158064
17,saddle,0.917350578608475,-0.50703077282823,0.507030772828217,-0.917350578608486,0.5670895724895809,0.037171384602287486,0.3845611230537806,0.4101819785303216,0.02547516812718949,0.027521129930836906,0.029145041491499955,0.029200304333119063,true,0.007971080269168422
18,saddle,0.917350578608475,-0.50703077282823,0.74115190368376,-0.741151903683748,0.28354478624479046,0.03598736717005383,0.29070297376405146,0.31234526701596227,0.04478075888497395,0.06186993161675637,0.06950998665852032,0.06890810880488596,false,-0.03292074163483213
19,saddle,0.917350578608475,-0.50703077282823,0.917350578608475,-0.50703077282823,0.5670895724895809,0.03717138460228063,0.3845611230537914,0.41018197853033306,0.025475168127197006,0.027521129930846523,0.02914504149150729,0.029200304333115937,true,0.007971080269164692
20,saddle,0.917350578608475,-0.50703077282823,1.01624596361443,-0.256625076922483,0.28354478624479046,0.28396668686783905,0.27296015427329406,0.2908739780132824,0.02711726519573165,0.03187447840663301,0.03217669042962397,0.032237333496236954,true,0.25172935337160207
21,min,1.01624596361443,-0.256625076922483,0.256625076922502,-1.01624596361443,5.51503752196489e-27,0.3998655357343861,0.03357430978304405,0.03108193461619812,0.02866544875425787,0.035700870503664654,0.03494632127229142,0.03501190609990393,true,0.3648536296344822
22,saddle,1.01624596361443,-0.256625076922483,0.507030772828217,-0.917350578608486,0.28354478624479046,0.2839666868678549,0.27296015427327813,0.29087397801326725,0.02711726519572871,0.03187447840661833,0.03217669042960851,0.032237333496227455,true,0.2517293533716275
23,min,1.01624596361443,-0.256625076922483,0.74115190368376,-0.741151903683748,3.828588492070452e-27,0.2838141258170166,0.10549031904288117,0.11797449470748476,0.04573486904869532,0.06392541137361644,0.07083462577531785,0.07024895271010181,true,0.21356517310691478
24,saddle,1.01624596361443,-0.256625076922483,0.917350578608475,-0.50703077282823,0.28354478624479046,0.2839666868678539,0.2729601542732935,0.2908739780132834,0.02711726519573596,0.03187447840662606,0.03217669042961578,0.03223733349622753,true,0.2517293533716264
25,min,1.01624596361443,-0.256625076922483,1.01624596361443,-0.256625076922483,6.1065722673158524e-27,0.3998655357343922,0.03357430978303807,0.031081934616187898,0.028665448754250283,0.0357008705036556,0.03494632127228102,0.03501190609989127,true,0.36485362963450096
